KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE		HARGA JUAL	HARGA MODAL	QTY	HARGA NET
APAREL	4054065 067009	D 88342	RSP W JKT M	S	RSP W JKT M;D 88342;S	 Rp 599,000 	  350,415.00 	2	  700,830.00 
APAREL	4054065 067023	D 88342	RSP W JKT M	M	RSP W JKT M;D 88342;M	 Rp 599,000 	  350,415.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4051938 531070	D88376	CLRE TEE	XS	CLRE TEE;D88376;XS	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4051938 531025	D88376	CLRE TEE	S	CLRE TEE;D88376;S	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4051938 527219 	D88377	CLRE TEE	XS	CLRE TEE;D88377;XS	 Rp 299,000 	  174,915.00 	5	  874,575.00 
APAREL	4051938 527240	D88377	CLRE TEE	S	CLRE TEE;D88377;S	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL					;;		  -   		  -   
APAREL	4054071 056103	D 89845	AESS POLO	XS	AESS POLO;D 89845;XS	 Rp 329,000 	  192,465.00 	6	  1,154,790.00 
APAREL	4054071 056134	D 89845	AESS POLO	S	AESS POLO;D 89845;S	 Rp 329,000 	  192,465.00 	4	  769,860.00 
APAREL	4054071 060315	D 89845	AESS POLO	M	AESS POLO;D 89845;M	 Rp 329,000 	  192,465.00 	2	  384,930.00 
APAREL					;;		  -   		  -   
APAREL	4054071 052303	D 89846	AESS POLO	XS	AESS POLO;D 89846;XS	 Rp 329,000 	  192,465.00 	6	  1,154,790.00 
APAREL	4054071 052211	D 89846	AESS POLO	S	AESS POLO;D 89846;S	 Rp 329,000 	  192,465.00 	6	  1,154,790.00 
APAREL	4054071 052358	D 89846	AESS POLO	M	AESS POLO;D 89846;M	 Rp 329,000 	  192,465.00 	3	  577,395.00 
APAREL					;;		  -   		  -   
APAREL	4054071 286449	D 89847	AESS POLO	XS	AESS POLO;D 89847;XS	 Rp 329,000 	  192,465.00 	5	  962,325.00 
APAREL	4054071 286555	D 89847	AESS POLO	S	AESS POLO;D 89847;S	 Rp 329,000 	  192,465.00 	6	  1,154,790.00 
APAREL					;;		  -   		  -   
APAREL	4054071 451281	D 89849	AESS POLO	XS	AESS POLO;D 89849;XS	 Rp 329,000 	  192,465.00 	4	  769,860.00 
APAREL	4054071 451182	D 89849	AESS POLO	S	AESS POLO;D 89849;S	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL	4054071 447062	D 89849	AESS POLO	M	AESS POLO;D 89849;M	 Rp 329,000 	  192,465.00 	2	  384,930.00 
APAREL					;;		  -   		  -   
APAREL	4054071 549124	F 48437	AESS 3S POLO	XS	AESS 3S POLO;F 48437;XS	 Rp 329,000 	  192,465.00 	3	  577,395.00 
APAREL	4054071 548769	F 48437	AESS 3S POLO	S	AESS 3S POLO;F 48437;S	 Rp 329,000 	  192,465.00 	2	  384,930.00 
APAREL					;;		  -   		  -   
APAREL	4054072 107163	F 48637	CFC H JSY L	M	CFC H JSY L;F 48637;M	 Rp 799,000 	  467,415.00 	3	  1,402,245.00 
APAREL	4054072 107101	F 48637	CFC H JSY L	L	CFC H JSY L;F 48637;L	 Rp 799,000 	  467,415.00 	4	  1,869,660.00 
APAREL	4054072 107194	F 48637	CFC H JSY L	XL	CFC H JSY L;F 48637;XL	 Rp 799,000 	  467,415.00 	1	  467,415.00 
APAREL					;;		  -   		  -   
APAREL	4054072 117254	F 48641	CFC H JSY Y	140	CFC H JSY Y;F 48641;140	 Rp 549,000 	  321,165.00 	2	  642,330.00 
APAREL	4054072 117223	F 48641	CFC H JSY Y	152	CFC H JSY Y;F 48641;152	 Rp 549,000 	  321,165.00 	3	  963,495.00 
APAREL	4054072 117261	F 48641	CFC H JSY Y	164	CFC H JSY Y;F 48641;164	 Rp 549,000 	  321,165.00 	2	  642,330.00 
APAREL	4054072 117230	F 48641	CFC H JSY Y	176	CFC H JSY Y;F 48641;176	 Rp 549,000 	  321,165.00 	3	  963,495.00 
APAREL					;;		  -   		  -   
APAREL	4051938 548368	F 48847	CL EMID TEE	XS	CL EMID TEE;F 48847;XS	 Rp 229,000 	  133,965.00 	4	  535,860.00 
APAREL	4051938 548344	F 48847	CL EMID TEE	M	CL EMID TEE;F 48847;M	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL					;;		  -   		  -   
APAREL	4051938 522290	F 48849	CL EMID TEE	XS	CL EMID TEE;F 48849;XS	 Rp 229,000 	  133,965.00 	4	  535,860.00 
APAREL	4051938 522269	F 48849	CL EMID TEE	S	CL EMID TEE;F 48849;S	 Rp 229,000 	  133,965.00 	6	  803,790.00 
APAREL	4051938 522245	F 48849	CL EMID TEE	M	CL EMID TEE;F 48849;M	 Rp 229,000 	  133,965.00 	4	  535,860.00 
APAREL					;;		  -   		  -   
APAREL	4051938 550361	F 48851	CL EMID TEE	XS	CL EMID TEE;F 48851;XS	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL	4051938 550385	F 48851	CL EMID TEE	S	CL EMID TEE;F 48851;S	 Rp 229,000 	  133,965.00 	0	  -   
APAREL	4051938 550323	F 48851	CL EMID TEE	M	CL EMID TEE;F 48851;M	 Rp 229,000 	  133,965.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4051938 557018	F 48853	CL EMID SHORT W	XS	CL EMID SHORT W;F 48853;XS	 Rp 299,000 	  174,915.00 	4	  699,660.00 
APAREL	4051938 556998	F 48853	CL EMID SHORT W	S	CL EMID SHORT W;F 48853;S	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL	4051938 557049	F 48853	CL EMID SHORT W	M	CL EMID SHORT W;F 48853;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4051938 513434	F 48854	CL EMID SHORT W	XS	CL EMID SHORT W;F 48854;XS	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL	4051938 513410	F 48854	CL EMID SHORT W	S	CL EMID SHORT W;F 48854;S	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4051938 535535	F 48855	CL EMID SHORT W	XS	CL EMID SHORT W;F 48855;XS	 Rp 299,000 	  174,915.00 	6	  1,049,490.00 
APAREL	4051938 535559	F 48855	CL EMID SHORT W	S	CL EMID SHORT W;F 48855;S	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4051938 539069	F 49071	CLTR SHORT WV	XS	CLTR SHORT WV;F 49071;XS	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL					;;		  -   		  -   
APAREL	4051938 4051938	F 49072	CLTR SHORT WV	XS	CLTR SHORT WV;F 49072;XS	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL	4051938 530684	F 49072	CLTR SHORT WV	S	CLTR SHORT WV;F 49072;S	 Rp 329,000 	  192,465.00 	3	  577,395.00 
APAREL	4051938 530660	F 49072	CLTR SHORT WV	L	CLTR SHORT WV;F 49072;L	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL	4051938 530677	F 49072	CLTR SHORT WV	XL	CLTR SHORT WV;F 49072;XL	 Rp 329,000 	  192,465.00 	2	  384,930.00 
APAREL					;;		  -   		  -   
APAREL	4051938 509253	F 49073	CLTR SHORT WV	XS	CLTR SHORT WV;F 49073;XS	 Rp 329,000 	  192,465.00 	2	  384,930.00 
APAREL	4051938 509246	F 49073	CLTR SHORT WV	M	CLTR SHORT WV;F 49073;M	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL	4051938 509215	F 49073	CLTR SHORT WV	XL	CLTR SHORT WV;F 49073;XL	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL					;;		  -   		  -   
APAREL	4051938 518330	F 49086	LL TR TEE	XS	LL TR TEE;F 49086;XS	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL					;;		  -   		  -   
APAREL	4051938 556929	F 49090	CLTR TEE	XS	CLTR TEE;F 49090;XS	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4051938 556905	F 49090	CLTR TEE	S	CLTR TEE;F 49090;S	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4051938 534934	F 49211	CLRE LONGSHOR W	XS	CLRE LONGSHOR W;F 49211;XS	 Rp 399,000 	  233,415.00 	4	  933,660.00 
APAREL	4051938 534958	F 49211	CLRE LONGSHOR W	S	CLRE LONGSHOR W;F 49211;S	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL					;;		  -   		  -   
APAREL	4054071 487013	F 51139	PRIME F2 HOOD	XS	PRIME F2 HOOD;F 51139;XS	 Rp 599,000 	  350,415.00 	2	  700,830.00 
APAREL					;;		  -   		  -   
APAREL	4054071 551134	F 51148	PRIMES WAT SHORT	XS	PRIMES WAT SHORT;F 51148;XS	 Rp 299,000 	  174,915.00 	6	  1,049,490.00 
APAREL	4054071 550311	F 51148	PRIMES WAT SHORT	M	PRIMES WAT SHORT;F 51148;M	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL					;;		  -   		  -   
APAREL	4054071 477915	F 51149	PRI MES WAT SHORT	XS	PRI MES WAT SHORT;F 51149;XS	 Rp 299,000 	  174,915.00 	4	  699,660.00 
APAREL	4054071 477816	F 51149	PRI MES WAT SHORT	S	PRI MES WAT SHORT;F 51149;S	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4054071 477878	F 51149	PRI MES WAT SHORT	M	PRI MES WAT SHORT;F 51149;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4051938 559135	F 76647	CL E3S POLO	XS	CL E3S POLO;F 76647;XS	 Rp 359,000 	  210,015.00 	5	  1,050,075.00 
APAREL	4051938 559104	F 76647	CL E3S POLO	S	CL E3S POLO;F 76647;S	 Rp 359,000 	  210,015.00 	4	  840,060.00 
APAREL	4051938 559128	F 76647	CL E3S POLO	M	CL E3S POLO;F 76647;M	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL					;;		  -   		  -   
APAREL	4053518 948230	F 77044	BRAZUCA TEE	XS	BRAZUCA TEE;F 77044;XS	 Rp 349,000 	  204,165.00 	7	  1,429,155.00 
APAREL	4053518 948223	F 77044	BRAZUCA TEE	S	BRAZUCA TEE;F 77044;S	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4053518 948186	F 77044	BRAZUCA TEE	L	BRAZUCA TEE;F 77044;L	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	40553518 939559	F 78612	TOUNGLE LAB TEE	M	TOUNGLE LAB TEE;F 78612;M	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL					;;		  -   		  -   
APAREL	4054065 041634	F 82002	F50TR SHORT	XS	F50TR SHORT;F 82002;XS	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL	4054065 043638	F 82002	F50TR SHORT	S	F50TR SHORT;F 82002;S	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL	4054065 041689	F 82002	F50TR SHORT	M	F50TR SHORT;F 82002;M	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4054065 084839	F 82003	RSP SHORT	XS	RSP SHORT;F 82003;XS	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL					;;		  -   		  -   
APAREL	4054065 680091	F 82004	RSP SHORT	S	RSP SHORT;F 82004;S	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4054065 083313	F 82005	RSP SHORT	XS	RSP SHORT;F 82005;XS	 Rp 349,000 	  204,165.00 	5	  1,020,825.00 
APAREL	4054065 083337	F 82005	RSP SHORT	S	RSP SHORT;F 82005;S	 Rp 349,000 	  204,165.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4054065 156499	F 82159	W CLIMACHILL P	XS	W CLIMACHILL P;F 82159;XS	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4054065 156482	F 82159	W CLIMACHILL P	S	W CLIMACHILL P;F 82159;S	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4054065 156468	F 82159	W CLIMACHILL P	M	W CLIMACHILL P;F 82159;M	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4054065 156475	F 82159	W CLIMACHILL P	L	W CLIMACHILL P;F 82159;L	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL					;;		  -   		  -   
APAREL	4053518 947622	F 82208	RSP TRAD POLO	XS	RSP TRAD POLO;F 82208;XS	 Rp 399,000 	  233,415.00 	8	  1,867,320.00 
APAREL					;;		  -   		  -   
APAREL	4054065 084778	F 82209	RSP TRAD POLO	XS	RSP TRAD POLO;F 82209;XS	 Rp 399,000 	  233,415.00 	9	  2,100,735.00 
APAREL	4054065 084761	F 82209	RSP TRAD POLO	S	RSP TRAD POLO;F 82209;S	 Rp 399,000 	  233,415.00 	6	  1,400,490.00 
APAREL					;;		  -   		  -   
APAREL	4054065 068983	F 82211	RSP TEE	XS	RSP TEE;F 82211;XS	 Rp 349,000 	  204,165.00 	7	  1,429,155.00 
APAREL	4054065 065197	F 82211	RSP TEE	S	RSP TEE;F 82211;S	 Rp 349,000 	  204,165.00 	4	  816,660.00 
APAREL	4054065 065159	F 82211	RSP TEE	M	RSP TEE;F 82211;M	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL					;;		  -   		  -   
APAREL	4053518 703983	F 82223	TS STRP POLO 3	XS	TS STRP POLO 3;F 82223;XS	 Rp 399,000 	  233,415.00 	5	  1,167,075.00 
APAREL					;;		  -   		  -   
APAREL	4054065 089650	F 82453	RSP TRAD POLO	XS	RSP TRAD POLO;F 82453;XS	 Rp 399,000 	  233,415.00 	6	  1,400,490.00 
APAREL					;;		  -   		  -   
APAREL	4054065 285779	F 82486	RSP SS T M	XS	RSP SS T M;F 82486;XS	 Rp 249,000 	  145,665.00 	5	  728,325.00 
APAREL	4054065 285731	F 82486	RSP SS T M	S	RSP SS T M;F 82486;S	 Rp 249,000 	  145,665.00 	3	  436,995.00 
APAREL	4054065 285748	F 82486	RSP SS T M	M	RSP SS T M;F 82486;M	 Rp 249,000 	  145,665.00 	3	  436,995.00 
APAREL					;;		  -   		  -   
APAREL	4054065 285731	F 82488	RSP SST T M	S	RSP SST T M;F 82488;S	 Rp 249,000 	  145,665.00 	1	  145,665.00 
APAREL					;;		  -   		  -   
APAREL	4053518 911319	F 82489	RSP SS T M	XS	RSP SS T M;F 82489;XS	 Rp 249,000 	  145,665.00 	3	  436,995.00 
APAREL	4053518 911340	F 82489	RSP SS T M	M	RSP SS T M;F 82489;M	 Rp 249,000 	  145,665.00 	1	  145,665.00 
APAREL					;;		  -   		  -   
APAREL	4053518 916055	F 82507	RSP W JKT M	XS	RSP W JKT M;F 82507;XS	 Rp 499,000 	  291,915.00 	4	  1,167,660.00 
APAREL	4053518 916062	F 82507	RSP W JKT M	S	RSP W JKT M;F 82507;S	 Rp 499,000 	  291,915.00 	4	  1,167,660.00 
APAREL					;;		  -   		  -   
APAREL	4054709 561207	F 83778	ACM TRG JSY	S	ACM TRG JSY;F 83778;S	 Rp 549,000 	  321,165.00 	1	  321,165.00 
APAREL					;;		  -   		  -   
APAREL	4054712 616369	F 91940	RSP 5 INCH SH M	XS	RSP 5 INCH SH M;F 91940;XS	 Rp 279,000 	  163,215.00 	4	  652,860.00 
APAREL	4054712 620558	F 91940	RSP 5 INCH SH M	S	RSP 5 INCH SH M;F 91940;S	 Rp 279,000 	  163,215.00 	3	  489,645.00 
APAREL	4054712 620557	F 91940	RSP 5 INCH SH M	M	RSP 5 INCH SH M;F 91940;M	 Rp 279,000 	  163,215.00 	3	  489,645.00 
APAREL					;;		  -   		  -   
APAREL	4054712 476130	F 91963	RSP SS T M	XS	RSP SS T M;F 91963;XS	 Rp 279,000 	  163,215.00 	1	  163,215.00 
APAREL	4054712 476154	F 91963	RSP SS T M	M	RSP SS T M;F 91963;M	 Rp 279,000 	  163,215.00 	1	  163,215.00 
APAREL					;;		  -   		  -   
APAREL	4054712 655115	F 91968	RSP W JKT M	XS	RSP W JKT M;F 91968;XS	 Rp 599,000 	  350,415.00 	4	  1,401,660.00 
APAREL	4054712 655160	F 91968	RSP W JKT M	S	RSP W JKT M;F 91968;S	 Rp 599,000 	  350,415.00 	4	  1,401,660.00 
APAREL	4054712 650929	F 91968	RSP W JKT M	M	RSP W JKT M;F 91968;M	 Rp 599,000 	  350,415.00 	3	  1,051,245.00 
APAREL					;;		  -   		  -   
APAREL	4054712 463383	F 91970	RSP W P W	L	RSP W P W;F 91970;L	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL					;;		  -   		  -   
APAREL	4054071 966860	F 94829	RAMA JERSEY	S	RAMA JERSEY;F 94829;S	 Rp 179,000 	  104,715.00 	1	  104,715.00 
APAREL					;;		  -   		  -   
APAREL	4054071 960264	F 94830	RAMA JERSEY	S	RAMA JERSEY;F 94830;S	 Rp 179,000 	  104,715.00 	3	  314,145.00 
APAREL	4054071 96027	F 94830	RAMA JERSEY	M	RAMA JERSEY;F 94830;M	 Rp 179,000 	  104,715.00 	3	  314,145.00 
APAREL	4054071 960226	F 94830	RAMA JERSEY	L	RAMA JERSEY;F 94830;L	 Rp 179,000 	  104,715.00 	1	  104,715.00 
APAREL					;;		  -   		  -   
APAREL	4054071 994719	F 94631	RAMA JERSEY	S	RAMA JERSEY;F 94631;S	 Rp 179,000 	  104,715.00 	5	  523,575.00 
APAREL	4054071 991435	F 94631	RAMA JERSEY	M	RAMA JERSEY;F 94631;M	 Rp 179,000 	  104,715.00 	3	  314,145.00 
APAREL					;;		  -   		  -   
APAREL	4054712 684474	F 94717	SN PMKNIT S/S M	S	SN PMKNIT S/S M;F 94717;S	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL					;;		  -   		  -   
APAREL	4054071 966860	F 94829	RAMA JERSEY	S	RAMA JERSEY;F 94829;S	 Rp 179,000 	  104,715.00 	3	  314,145.00 
APAREL					;;		  -   		  -   
APAREL	4054713 899709	F 95135	BAZZO 14 JSY	XS	BAZZO 14 JSY;F 95135;XS	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL	4054713 899723	F 95135	BAZZO 14 JSY	M	BAZZO 14 JSY;F 95135;M	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL					;;		  -   		  -   
APAREL	4054713 652472	F 95136	BAZZO 14 JSY	XS	BAZZO 14 JSY;F 95136;XS	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL	4054713 652502	F 95136	BAZZO 14 JSY	S	BAZZO 14 JSY;F 95136;S	 Rp 199,000 	  116,415.00 	2	  232,830.00 
APAREL	4054713 652526	F 95136	BAZZO 14 JSY	M	BAZZO 14 JSY;F 95136;M	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL					;;		  -   		  -   
APAREL	4054713 824503	F 95142	BAZZO 14 SHTS WB	XS	BAZZO 14 SHTS WB;F 95142;XS	 Rp 199,000 	  116,415.00 	2	  232,830.00 
APAREL	4054713 824473	F 95142	BAZZO 14 SHTS WB	M	BAZZO 14 SHTS WB;F 95142;M	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL					;;		  -   		  -   
APAREL	4054072 423904	F 96507	BARRICADE SHORT	XS	BARRICADE SHORT;F 96507;XS	 Rp 549,000 	  321,165.00 	2	  642,330.00 
APAREL	4054072 421184	F 96507	BARRICADE SHORT	S	BARRICADE SHORT;F 96507;S	 Rp 549,000 	  321,165.00 	1	  321,165.00 
APAREL	4054072 421122	F 96507	BARRICADE SHORT	M	BARRICADE SHORT;F 96507;M	 Rp 549,000 	  321,165.00 	2	  642,330.00 
APAREL					;;		  -   		  -   
APAREL	4054712 961162	F 96511	ADIZERO BERMUDA	XS	ADIZERO BERMUDA;F 96511;XS	 Rp 549,000 	  321,165.00 	2	  642,330.00 
APAREL	4054712 690776	F 96511	ADIZERO BERMUDA	S	ADIZERO BERMUDA;F 96511;S	 Rp 549,000 	  321,165.00 	1	  321,165.00 
APAREL	4054712 960806	F 96511	ADIZERO BERMUDA	M	ADIZERO BERMUDA;F 96511;M	 Rp 549,000 	  321,165.00 	2	  642,330.00 
APAREL					;;		  -   		  -   
APAREL	4054712 592243	F 96525	RESP TREND TEE	XS	RESP TREND TEE;F 96525;XS	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4054712 592281	F 96525	RESP TREND TEE	S	RESP TREND TEE;F 96525;S	 Rp 349,000 	  204,165.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4054072 469391	F 96540	TS STRP POLO 3	XS	TS STRP POLO 3;F 96540;XS	 Rp 399,000 	  233,415.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4052556 003970	G 69162	365 SL TEE	L	365 SL TEE;G 69162;L	 Rp 249,000 	  145,665.00 	1	  145,665.00 
APAREL					;;		  -   		  -   
APAREL	4054065 600367	G 74569	AFA H JSY	S	AFA H JSY;G 74569;S	 Rp 649,000 	  379,665.00 	9	  3,416,985.00 
APAREL	4054065 600312	G 74569	AFA H JSY	M	AFA H JSY;G 74569;M	 Rp 649,000 	  379,665.00 	4	  1,518,660.00 
APAREL	4054065 600268	G 74569	AFA H JSY	L	AFA H JSY;G 74569;L	 Rp 649,000 	  379,665.00 	1	  379,665.00 
APAREL					;;		  -   		  -   
APAREL	4054065 090168	G 77234	AFA POLO	XS	AFA POLO;G 77234;XS	 Rp 449,000 	  262,665.00 	1	  262,665.00 
APAREL	4054065 503443	G 77234	AFA POLO	S	AFA POLO;G 77234;S	 Rp 449,000 	  262,665.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4053518 721727	G 82210	TS GALAXY POLO	XS	TS GALAXY POLO;G 82210;XS	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4053518 721710	G 82210	TS GALAXY POLO	S	TS GALAXY POLO;G 82210;S	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4053518 721673	G 82210	TS GALAXY POLO	M	TS GALAXY POLO;G 82210;M	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL					;;		  -   		  -   
APAREL	4053518 779544	G 82211	TS GALAXY SHORT	XS	TS GALAXY SHORT;G 82211;XS	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4053518 780410	G 82211	TS GALAXY SHORT	S	TS GALAXY SHORT;G 82211;S	 Rp 299,000 	  174,915.00 	5	  874,575.00 
APAREL	4053518 779506	G 82211	TS GALAXY SHORT	M	TS GALAXY SHORT;G 82211;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4053518 780427	G 82211	TS GALAXY SHORT	L	TS GALAXY SHORT;G 82211;L	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4053518 780441	G 82211	TS GALAXY SHORT	XL	TS GALAXY SHORT;G 82211;XL	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4054065 283485	G 82324	RESPONSEE VENTSS	S	RESPONSEE VENTSS;G 82324;S	 Rp 799,000 	  467,415.00 	0	  -   
APAREL	4054065 287568	G 82324	RESPONSEE VENTSS	M	RESPONSEE VENTSS;G 82324;M	 Rp 799,000 	  467,415.00 	0	  -   
APAREL	4054065 283416	G 82324	RESPONSEE VENTSS	XL	RESPONSEE VENTSS;G 82324;XL	 Rp 799,000 	  467,415.00 	1	  467,415.00 
APAREL					;;		  -   		  -   
APAREL	4054065 755319	G 85279	FEF H JSY	S	FEF H JSY;G 85279;S	 Rp 649,000 	  379,665.00 	4	  1,518,660.00 
APAREL	4054065 755388	G 85279	FEF H JSY	M	FEF H JSY;G 85279;M	 Rp 649,000 	  379,665.00 	3	  1,138,995.00 
APAREL	4054065 754107	G 85279	FEF H JSY	L	FEF H JSY;G 85279;L	 Rp 649,000 	  379,665.00 	2	  759,330.00 
APAREL					;;		  -   		  -   
APAREL	4054065 159025	G 85287	JFA H JSY	S	JFA H JSY;G 85287;S	 Rp 649,000 	  379,665.00 	4	  1,518,660.00 
APAREL	4054065 159018	G 85287	JFA H JSY	M	JFA H JSY;G 85287;M	 Rp 649,000 	  379,665.00 	1	  379,665.00 
APAREL					;;		  -   		  -   
APAREL	4054065 196860	G 86985	FMF H JSY	S	FMF H JSY;G 86985;S	 Rp 649,000 	  379,665.00 	2	  759,330.00 
APAREL	4054065 197225	G 86985	FMF H JSY	L	FMF H JSY;G 86985;L	 Rp 649,000 	  379,665.00 	1	  379,665.00 
APAREL					;;		  -   		  -   
APAREL	4051937 338618	G 87445	DFB H JSY	S	DFB H JSY;G 87445;S	 Rp 749,000 	  438,165.00 	1	  438,165.00 
APAREL					;;		  -   		  -   
APAREL	4054065 086314	G 88179	RSP BERMUDA	XS	RSP BERMUDA;G 88179;XS	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL	4054065 086291	G 88179	RSP BERMUDA	S	RSP BERMUDA;G 88179;S	 Rp 349,000 	  204,165.00 	3	  612,495.00 
APAREL					;;		  -   		  -   
APAREL	4054071 485453	G 90582	TF BASE ST	XS	TF BASE ST;G 90582;XS	 Rp 279,000 	  163,215.00 	1	  163,215.00 
APAREL					;;		  -   		  -   
APAREL	4054071 939147	G 92151	CFC H JSY	S	CFC H JSY;G 92151;S	 Rp 749,000 	  438,165.00 	4	  1,752,660.00 
APAREL	4054071 939109	G 92151	CFC H JSY	M	CFC H JSY;G 92151;M	 Rp 749,000 	  438,165.00 	4	  1,752,660.00 
APAREL	4054071 939055	G 92151	CFC H JSY	L	CFC H JSY;G 92151;L	 Rp 749,000 	  438,165.00 	4	  1,752,660.00 
APAREL	4054071 939130	G 92151	CFC H JSY	XL	CFC H JSY;G 92151;XL	 Rp 749,000 	  438,165.00 	4	  1,752,660.00 
APAREL					;;		  -   		  -   
APAREL	4054713 792055	M 30938	CFC POLO	XS	CFC POLO;M 30938;XS	 Rp 469,000 	  274,365.00 	2	  548,730.00 
APAREL	4054713 792048	M 30938	CFC POLO	S	CFC POLO;M 30938;S	 Rp 469,000 	  274,365.00 	1	  274,365.00 
APAREL	4054713 792024	M 30938	CFC POLO	M	CFC POLO;M 30938;M	 Rp 469,000 	  274,365.00 	1	  274,365.00 
APAREL	4054713 792031	M 30938	CFC POLO	L	CFC POLO;M 30938;L	 Rp 469,000 	  274,365.00 	1	  274,365.00 
APAREL					;;		  -   		  -   
APAREL	4053518 703006	M 31137	CLTR POLO	XS	CLTR POLO;M 31137;XS	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4053518 998754	M 31137	CLTR POLO	S	CLTR POLO;M 31137;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4054709 970689	M 31212	CLIMACHILL TEE	XS	CLIMACHILL TEE;M 31212;XS	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4054709 970726	M 31212	CLIMACHILL TEE	S	CLIMACHILL TEE;M 31212;S	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4054709 970719	M 31212	CLIMACHILL TEE	M	CLIMACHILL TEE;M 31212;M	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4053518 985686	M 31266	CLTR F2 LIGHT	XS	CLTR F2 LIGHT;M 31266;XS	 Rp 829,000 	  484,965.00 	3	  1,454,895.00 
APAREL	4053518 985631	M 31266	CLTR F2 LIGHT	S	CLTR F2 LIGHT;M 31266;S	 Rp 829,000 	  484,965.00 	3	  1,454,895.00 
