KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE		HARGA JUAL	HARGA MODAL	QTY	HARGA NET
APAREL	4055015 006048	AA 6922	RS LS M	L	RS LS M;AA 6922;L	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL					;;		  -   		  -   
APAREL	4055015 254425	AA 6924	RS ICON HOD M	L	RS ICON HOD M;AA 6924;L	 Rp 499,000 	  291,915.00 	0	  -   
APAREL	4055015 254388	AA 6924	RS ICON HOD M	XL	RS ICON HOD M;AA 6924;XL	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL					;;		  -   		  -   
APAREL	4055015 284507	AA 6930	RS WIND JKT M	S	RS WIND JKT M;AA 6930;S	 Rp 599,000 	  350,415.00 	0	  -   
APAREL	4055015 284477	AA6930	RS WIND JKT M	M	RS WIND JKT M;AA6930;M	 Rp 599,000 	  350,415.00 	1	  350,415.00 
APAREL	4055015 288697	AA 6930	RS WIND JKT M	L	RS WIND JKT M;AA 6930;L	 Rp 599,000 	  350,415.00 	2	  700,830.00 
APAREL	4055015 288673	AA 6930	RS WIND JKT M	XL	RS WIND JKT M;AA 6930;XL	 Rp 599,000 	  350,415.00 	1	  350,415.00 
APAREL					;;		  -   		  -   
APAREL	4055015 101132	AA 6949	RESPONSE TEE	S	RESPONSE TEE;AA 6949;S	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4055015 101095	AA 6949	RESPONSE TEE	M	RESPONSE TEE;AA 6949;M	 Rp 349,000 	  204,165.00 	0	  -   
APAREL	4055015 199849	AA 6949	RESPONSE TEE	XL	RESPONSE TEE;AA 6949;XL	 Rp 349,000 	  204,165.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055015 016047	AA 6950	RESPONSE BERMUDA	S	RESPONSE BERMUDA;AA 6950;S	 Rp 399,000 	  233,415.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055015 191287	AA 7113	RESPONSE POLO	S	RESPONSE POLO;AA 7113;S	 Rp 399,000 	  233,415.00 	0	  -   
APAREL	4055015 190136	AA 7113	RESPONSE POLO	M	RESPONSE POLO;AA 7113;M	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL					;;		  -   		  -   
APAREL	4055015 113111	AA 7122	TS GALAXY POLO	XS	TS GALAXY POLO;AA 7122;XS	 Rp 329,000 	  192,465.00 	4	  769,860.00 
APAREL	4055015 113128	AA 7122	TS GALAXY POLO	S	TS GALAXY POLO;AA 7122;S	 Rp 329,000 	  192,465.00 	11	  2,117,115.00 
APAREL	4055015 117317	AA 7122	TS GALAXY POLO	M	TS GALAXY POLO;AA 7122;M	 Rp 329,000 	  192,465.00 	12	  2,309,580.00 
APAREL					;;		  -   		  -   
APAREL	4055015 140612	AB 1442	UNCTL CLMCH POLO	S	UNCTL CLMCH POLO;AB 1442;S	 Rp 499,000 	  291,915.00 	2	  583,830.00 
APAREL	4055015 140582	AB 1442	UNCTL CLMCH POLO	M	UNCTL CLMCH POLO;AB 1442;M	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4055015 136394	AB 1442	UNCTL CLMCH POLO	L	UNCTL CLMCH POLO;AB 1442;L	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4055015 140513	AB 1442	UNCTL CLMCH POLO	XL	UNCTL CLMCH POLO;AB 1442;XL	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL					;;		  -   		  -   
APAREL	4055015 110066	AB 1443	UNCTL CLMCH POLO	S	UNCTL CLMCH POLO;AB 1443;S	 Rp 499,000 	  291,915.00 	0	  -   
APAREL	4055015 110257	AB 1443	UNCTL CLMCH POLO	M	UNCTL CLMCH POLO;AB 1443;M	 Rp 499,000 	  291,915.00 	0	  -   
APAREL	4055015 110165	AB 1443	UNCTL CLMCH POLO	XL	UNCTL CLMCH POLO;AB 1443;XL	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL					;;		  -   		  -   
APAREL	4055015 127514	AB 1444	UNCTL CLMCH POLO	S	UNCTL CLMCH POLO;AB 1444;S	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4055015 127378	AB 1444	UNCTL CLMCH POLO	M	UNCTL CLMCH POLO;AB 1444;M	 Rp 499,000 	  291,915.00 	3	  875,745.00 
APAREL	4055015 127408	AB 1444	UNCTL CLMCH POLO	L	UNCTL CLMCH POLO;AB 1444;L	 Rp 499,000 	  291,915.00 	2	  583,830.00 
APAREL					;;		  -   		  -   
APAREL	4055015 170534	AB 1447	AEROK POLO	S	AEROK POLO;AB 1447;S	 Rp 499,000 	  291,915.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055011 335654	AB 2296	LIN PER TB M	M	LIN PER TB M;AB 2296;M	 Rp 399,000 	  233,415.00 	3	  700,245.00 
APAREL					;;		  -   		  -   
APAREL	4055017 410232	AB 6323	UNCTL CLMCH TEE	M	UNCTL CLMCH TEE;AB 6323;M	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4055017 410263	AB 6323	UNCTL CLMCH TEE	L	UNCTL CLMCH TEE;AB 6323;L	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4055017 410294	AB 6323	UNCTL CLMCH TEE	XL	UNCTL CLMCH TEE;AB 6323;XL	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4055339 693801	AB 6347	ESS POLO	S	ESS POLO;AB 6347;S	 Rp 429,000 	  250,965.00 	4	  1,003,860.00 
APAREL	4055339 693825	AB 6347	ESS POLO	M	ESS POLO;AB 6347;M	 Rp 429,000 	  250,965.00 	7	  1,756,755.00 
APAREL	4055339 693849	AB 6347	ESS POLO	L	ESS POLO;AB 6347;L	 Rp 429,000 	  250,965.00 	5	  1,254,825.00 
APAREL	4055339 697656	AB 6347	ESS POLO	XL	ESS POLO;AB 6347;XL	 Rp 429,000 	  250,965.00 	3	  752,895.00 
APAREL					;;		  -   		  -   
APAREL	4055017 270621	AB 6391	BASE 3S POLO	S	BASE 3S POLO;AB 6391;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4055017 270669	AB 6391	BASE 3S POLO	M	BASE 3S POLO;AB 6391;M	 Rp 399,000 	  233,415.00 	4	  933,660.00 
APAREL	4055017 281535	AB 6391	BASE 3S POLO	L	BASE 3S POLO;AB 6391;L	 Rp 399,000 	  233,415.00 	0	  -   
APAREL	4055017 281542	AB 6391	BASE 3S POLO	XL	BASE 3S POLO;AB 6391;XL	 Rp 399,000 	  233,415.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055017 157793	AB 6397	BASE 3S POLO	S	BASE 3S POLO;AB 6397;S	 Rp 399,000 	  233,415.00 	0	  -   
APAREL	4055017 157700	AB 6397	BASE 3S POLO	M	BASE 3S POLO;AB 6397;M	 Rp 399,000 	  233,415.00 	0	  -   
APAREL	4055017 157663	AB 6397	BASE 3S POLO	L	BASE 3S POLO;AB 6397;L	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4055017 157762	AB 6397	BASE 3S POLO	XL	BASE 3S POLO;AB 6397;XL	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4055017 358312	AB 6407	ESS THE TEE	S	ESS THE TEE;AB 6407;S	 Rp 299,000 	  174,915.00 	0	  -   
APAREL	4055017 358145	AB 6407	ESS THE TEE	M	ESS THE TEE;AB 6407;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4055017 358176	AB 6407	ESS THE TEE	L	ESS THE TEE;AB 6407;L	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4055017 358206	AB 6407	ESS THE TEE	XL	ESS THE TEE;AB 6407;XL	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4055017 180012	AB 6408	ESS THE TEE	S	ESS THE TEE;AB 6408;S	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4055017 179979	AB 6408	ESS THE TEE	M	ESS THE TEE;AB 6408;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4055017 179931	AB 6408	ESS THE TEE	L	ESS THE TEE;AB 6408;L	 Rp 299,000 	  174,915.00 	5	  874,575.00 
APAREL	4055017 179917	AB 6408	ESS THE TEE	XL	ESS THE TEE;AB 6408;XL	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4055017 238799	AB 6415	ESS THE TEE	S	ESS THE TEE;AB 6415;S	 Rp 299,000 	  174,915.00 	0	  -   
APAREL	4055017 238614	AB 6415	ESS THE TEE	M	ESS THE TEE;AB 6415;M	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL	4055017 238638	AB 6415	ESS THE TEE	L	ESS THE TEE;AB 6415;L	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL					;;		  -   		  -   
APAREL	4055017 028062	AB 6432	BASE MID TEE DD	S	BASE MID TEE DD;AB 6432;S	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL	4055017 028031	AB 6432	BASE MID TEE DD	M	BASE MID TEE DD;AB 6432;M	 Rp 329,000 	  192,465.00 	2	  384,930.00 
APAREL	4055017 027997	AB 6432	BASE MID TEE DD	L	BASE MID TEE DD;AB 6432;L	 Rp 329,000 	  192,465.00 	0	  -   
APAREL	4055017 027973	AB 6432	BASE MID TEE DD	XL	BASE MID TEE DD;AB 6432;XL	 Rp 329,000 	  192,465.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055017 354895	AB 6538	ESS 3S TEE	S	ESS 3S TEE;AB 6538;S	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4055017 354987	AB 6538	ESS 3S TEE	M	ESS 3S TEE;AB 6538;M	 Rp 349,000 	  204,165.00 	4	  816,660.00 
APAREL	4055017 354963	AB 6538	ESS 3S TEE	L	ESS 3S TEE;AB 6538;L	 Rp 349,000 	  204,165.00 	3	  612,495.00 
APAREL	4055017 354932	AB 6538	ESS 3S TEE	XL	ESS 3S TEE;AB 6538;XL	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL					;;		  -   		  -   
APAREL	405517 179849	AB 6544	ESS 3S TEE	S	ESS 3S TEE;AB 6544;S	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL	405517 179818	AB 6544	ESS 3S TEE	M	ESS 3S TEE;AB 6544;M	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	405517 179863	AB 6544	ESS 3S TEE	L	ESS 3S TEE;AB 6544;L	 Rp 349,000 	  204,165.00 	4	  816,660.00 
APAREL	405517 183228	AB 6544	ESS 3S TEE	XL	ESS 3S TEE;AB 6544;XL	 Rp 349,000 	  204,165.00 	4	  816,660.00 
APAREL					;;		  -   		  -   
APAREL	4055017 296676	AB 6546	ESS 3S POLO	S	ESS 3S POLO;AB 6546;S	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL	4055017 296515	AB 6546	ESS 3S POLO	M	ESS 3S POLO;AB 6546;M	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL					;;		  -   		  -   
APAREL	4055017 234951	AB 6550	ESS THE SHORT	S	ESS THE SHORT;AB 6550;S	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4055017 234944	AB 6550	ESS THE SHORT	M	ESS THE SHORT;AB 6550;M	 Rp 299,000 	  174,915.00 	4	  699,660.00 
APAREL	4055017 234852	AB 6550	ESS THE SHORT	L	ESS THE SHORT;AB 6550;L	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL	4055017 236160	AB 6550	ESS THE SHORT	XL	ESS THE SHORT;AB 6550;XL	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4055017 271291	AB 6958	AEROKNIT TEE	S	AEROKNIT TEE;AB 6958;S	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4055017 267867	AB 6958	AEROKNIT TEE	M	AEROKNIT TEE;AB 6958;M	 Rp 349,000 	  204,165.00 	0	  -   
APAREL	4055017 267829	AB 6958	AEROKNIT TEE	L	AEROKNIT TEE;AB 6958;L	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL	4055017 271246	AB 6958	AEROKNIT TEE	XL	AEROKNIT TEE;AB 6958;XL	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4055012 112254	AB 7099	COOL365 TEE	S	COOL365 TEE;AB 7099;S	 Rp 379,000 	  221,715.00 	1	  221,715.00 
APAREL	4055012 112223	AB 7099	COOL365 TEE	M	COOL365 TEE;AB 7099;M	 Rp 379,000 	  221,715.00 	0	  -   
APAREL	4055012 172186	AB 7099	COOL365 TEE	L	COOL365 TEE;AB 7099;L	 Rp 379,000 	  221,715.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055011 710895	AB 7100	COOL365 TEE	XS	COOL365 TEE;AB 7100;XS	 Rp 379,000 	  221,715.00 	1	  221,715.00 
APAREL	4055011 710840	AB 7100	COOL365 TEE	S	COOL365 TEE;AB 7100;S	 Rp 379,000 	  221,715.00 	1	  221,715.00 
APAREL					;;		  -   		  -   
APAREL	4055011 745101	AB 7102	COOL 365 TEE	S	COOL 365 TEE;AB 7102;S	 Rp 379,000 	  221,715.00 	1	  221,715.00 
