KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE		HARGA JUAL	HARGA MODAL	QTY	HARGA NET
HEADWERE	4052552 858581	Z 25997	LINER RIBT 3PP	35 38	LINER RIBT 3PP;Z 25997;35 38	 Rp 129,000 	  75,465.00 	3	  226,395.00 
HEADWERE	4052552 858512	Z 25997	LINER RIBT 3PP	39 42	LINER RIBT 3PP;Z 25997;39 42	 Rp 129,000 	  75,465.00 	5	  377,325.00 
HEADWERE	4052552 858529	Z 25997	LINER RIBT 3PP	43 46	LINER RIBT 3PP;Z 25997;43 46	 Rp 129,000 	  75,465.00 	1	  75,465.00 
HEADWERE					;;		  -   		  -   
HEADWERE	4052552 858666	Z 25998	LINER RIBT 3PP	35 38	LINER RIBT 3PP;Z 25998;35 38	 Rp 129,000 	  75,465.00 	0	  -   
HEADWERE	4052552 858598	Z 25998	LINER RIBT 3PP	39 42	LINER RIBT 3PP;Z 25998;39 42	 Rp 129,000 	  75,465.00 	0	  -   
HEADWERE					;;		  -   		  -   
HEADWERE	4052548 606134	Z 26105	3S FT ANK HC 3P	37 39	3S FT ANK HC 3P;Z 26105;37 39	 Rp 199,000 	  116,415.00 	0	  -   
HEADWERE					;;		  -   		  -   
HEADWERE	4052548 606387	Z 26109	FT ANK T 3PP	40 42	FT ANK T 3PP;Z 26109;40 42	 Rp 199,000 	  116,415.00 	12	  1,396,980.00 
HEADWERE					;;		  -   		  -   
HEADWERE	4052548 958059	Z 26814	LINER ESS STIOE	NS	LINER ESS STIOE;Z 26814;NS	 Rp 159,000 	  93,015.00 	16	  1,488,240.00 
HEADWERE					;;		  -   		  -   
HEADWERE	4052548 958134	Z 26827	CC ORG M	NS	CC ORG M;Z 26827;NS	 Rp 159,000 	  93,015.00 	0	  -   
HEADWERE					;;		  -   		  -   
HEADWERE	4052551 931254	Z 43420	TEN HEADBAND	OSFM	TEN HEADBAND;Z 43420;OSFM	 Rp 89,000 	  52,065.00 	11	  572,715.00 
HEADWERE					;;		  -   		  -   
HEADWERE	4052551 931278	Z 43422	TEN HEADBAND	OSFM	TEN HEADBAND;Z 43422;OSFM	 Rp 89,000 	  52,065.00 	8	  416,520.00 
HEADWERE					;;		  -   		  -   
HEADWERE	4052511 931315	Z 43424	TEN WB S	OSFM	TEN WB S;Z 43424;OSFM	 Rp 89,000 	  52,065.00 	2	  104,130.00 
HEADWERE					;;		  -   		  -   
HEADWERE	4052551 931339	Z 43425	TEN WB S	OSFM	TEN WB S;Z 43425;OSFM	 Rp 99,000 	  57,915.00 	2	  115,830.00 
HEADWERE					;;		  -   		  -   
HEADWERE	4052551 931391	Z 43429	TEN WB L	OSFM	TEN WB L;Z 43429;OSFM	 Rp 119,000 	  69,615.00 	3	  208,845.00 
HEADWERE					;;		  -   		  -   
HEADWERE	4052551 931414	Z 43430	TEN WB L	OSFM	TEN WB L;Z 43430;OSFM	 Rp 119,000 	  69,615.00 	3	  208,845.00 
HEADWERE							  26,826,345.00 	  1,141.00 	  99,906,300.00 
HEADWERE									
HEADWERE									
